episode	1	-32124	1782.0	623.0	-47907.57862267598	3642	1680
episode	2	-31355	1000.0	1860.0	-46864.90058390585	2706	1680
episode	3	-31746	1100.0	1860.0	-47579.39846908219	2960	1680
episode	4	-32107	1923.0	1860.0	-48003.78141832184	3783	1680
episode	5	-33615	2943.0	837.0	-50356.36625056433	4323	1680
episode	6	-30993	0.0	1860.0	-50304.1431111111	1320	1680
episode	7	-31331	920.0	340.0	-45871.47836315507	2180	1680
episode	8	-30915	700.0	796.0	-45655.52283346838	2560	1680
episode	9	-31379	814.0	1860.0	-46777.35613799221	2674	1680
episode	10	-33141	2782.0	805.0	-49856.66672750753	4762	1680
episode	11	-31206	703.0	1860.0	-46055.84503752221	2305	1680
episode	12	-31052	545.0	765.0	-46318.72838042793	2405	1680
episode	13	-31244	1005.0	1860.0	-47272.03114628583	2865	1680
episode	14	-31930	1615.0	1860.0	-47790.27604997024	3475	1680
episode	15	-31018	837.0	1860.0	-47858.6450492208	2107	1680
episode	16	-30787	536.0	799.0	-45212.25339712449	2396	1680
episode	17	-32010	1280.0	1860.0	-48342.97596509394	3140	1680
episode	18	-31084	452.0	911.0	-46610.50337843102	2312	1680
episode	19	-32304	1657.0	1860.0	-48444.41454578467	3517	1680
episode	20	-33473	3159.0	1860.0	-50444.20828429669	4539	1680
episode	21	-31342	956.0	1860.0	-49406.25614025815	2216	1680
episode	22	-30891	545.0	1005.0	-46930.672834982106	2405	1680
episode	23	-31785	1046.0	1860.0	-47283.270649376034	2906	1680
episode	24	-32758	2304.0	1860.0	-49710.16193711259	4284	1680
episode	25	-31030	674.0	1860.0	-47569.378381803166	2534	1680
episode	26	-33833	3082.0	698.0	-50363.9962489618	4462	1680
episode	27	-32841	2516.0	1860.0	-50227.303436375034	4496	1680
episode	28	-31259	800.0	1860.0	-47645.59503424968	2660	1680
episode	29	-33391	3188.0	1083.0	-50374.814053330534	4568	1680
episode	30	-32028	1806.0	759.0	-47801.24816827924	3666	1680
episode	31	-32795	2354.0	826.0	-48867.96186237699	4334	1680
episode	32	-31837	1097.0	1860.0	-47356.912260302954	2957	1680
episode	33	-31354	755.0	1860.0	-48308.42280618934	2573	1680
episode	34	-32236	1593.0	1860.0	-48478.797949886764	3453	1680
episode	35	-32027	1534.0	1860.0	-48985.88428044735	3394	1680
episode	36	-32189	1414.0	1860.0	-49334.30633231397	3274	1680
episode	37	-31332	1012.0	1860.0	-47383.1672519826	2272	1680
episode	38	-33040	2783.0	443.0	-49296.45581637221	4763	1680
episode	39	-31326	1096.0	1860.0	-46720.99780790635	2956	1680
episode	40	-31124	549.0	1860.0	-49526.93393149627	1809	1680
episode	41	-32038	1340.0	880.0	-47579.420379934905	3200	1680
episode	42	-30876	450.0	1017.0	-47415.53394704051	2103	1680
episode	43	-32735	2472.0	1860.0	-50329.484205881265	4452	1680
episode	44	-31937	1179.0	1041.0	-47062.43993141494	3039	1680
episode	45	-32230	1993.0	425.0	-47748.775733923634	3853	1680
episode	46	-32931	2406.0	1860.0	-50033.99492251746	4386	1680
episode	47	-31104	834.0	1860.0	-46279.7005994073	2316	1680
episode	48	-31151	520.0	1860.0	-49516.25615204113	1780	1680
episode	49	-31787	1185.0	1860.0	-48780.41231389539	3045	1680
episode	50	-30977	766.0	1860.0	-47474.81171845765	2306	1680
episode	51	-32101	1897.0	1860.0	-47895.69809129957	3757	1680
episode	52	-32305	1998.0	1860.0	-49188.89787807959	3858	1680
episode	53	-31300	1042.0	354.0	-45902.833920614605	2766	1680
episode	54	-31364	966.0	634.0	-46856.68947224351	2826	1680
episode	55	-30914	670.0	1860.0	-46882.86727797584	2075	1680
episode	56	-33546	3029.0	1860.0	-50871.33031740386	4409	1680
episode	57	-31241	1025.0	258.0	-45603.0255909154	2862	1680
episode	58	-31143	895.0	575.0	-45723.367263648935	2545	1680
episode	59	-31794	1542.0	1860.0	-48894.726195270865	3402	1680
episode	60	-30838	595.0	1860.0	-48471.36728277773	2455	1680
episode	61	-33047	2484.0	854.0	-49588.59469136012	4464	1680
episode	62	-32020	1643.0	1860.0	-47670.187065626254	3503	1680
episode	63	-32725	2217.0	963.0	-48838.42033725133	4197	1680
episode	64	-31887	1114.0	1106.0	-48321.08720688382	2974	1680
episode	65	-32028	1648.0	1860.0	-47729.76761272366	3508	1680
episode	66	-31790	1498.0	1060.0	-46863.45397734159	3358	1680
episode	67	-30927	276.0	1089.0	-44957.867277156845	2031	1680
episode	68	-30972	727.0	1860.0	-48089.5839409938	2587	1680
episode	69	-30924	458.0	988.0	-47056.07283290134	2318	1680
episode	70	-30955	546.0	1028.0	-45515.10060872848	2092	1680
episode	71	-31272	0.0	578.0	-48143.143111111116	1320	1680
episode	72	-33594	2991.0	1860.0	-50058.3218601966	4371	1680
episode	73	-31329	957.0	578.0	-45924.133918833344	2542	1680
episode	74	-33849	3667.0	594.0	-51065.72398614733	5047	1680
episode	75	-33713	3305.0	1860.0	-50883.35766581881	4702	1680
episode	76	-33333	2696.0	1084.0	-49052.89351246968	4076	1680
episode	77	-34220	3505.0	635.0	-50876.20681250017	4814	1680
episode	78	-34001	3612.0	770.0	-50350.66855160586	4632	1680
episode	79	-34063	3531.0	609.0	-50666.173928499236	4770	1680
episode	80	-33718	3419.0	992.0	-49946.75270934888	4439	1680
episode	81	-33784	3270.0	870.0	-50475.29140465509	4548	1680
episode	82	-33580	3157.0	1860.0	-50843.74134073209	4537	1680
episode	83	-31920	1258.0	1860.0	-48919.62050505506	3118	1680
episode	84	-30797	327.0	1860.0	-51085.58117426698	1587	1680
episode	85	-31173	728.0	1860.0	-51900.22281734324	1988	1680
episode	86	-33414	2841.0	1860.0	-49982.915515140616	4221	1680
episode	87	-33704	3129.0	1860.0	-50562.11473844493	4509	1680
episode	88	-33360	2766.0	1860.0	-50848.41691210396	4146	1680
episode	89	-32333	1872.0	1860.0	-48659.622849030544	3732	1680
episode	90	-31093	341.0	1860.0	-59359.70975537634	1320	1680
episode	91	-31275	1014.0	1860.0	-47311.86725548615	2874	1680
episode	92	-32222	1486.0	1860.0	-58492.32285389809	3346	1680
episode	93	-33916	3509.0	1860.0	-49822.207335637155	4529	1680
episode	94	-33884	3280.0	860.0	-50416.04111288071	4595	1680
episode	95	-34003	3590.0	550.0	-50512.901879165045	4698	1680
episode	96	-33368	2906.0	1052.0	-50042.48078007542	4286	1680
episode	97	-33971	3366.0	943.0	-50204.89641608275	4386	1680
episode	98	-34178	3483.0	724.0	-50516.329154494815	4503	1680
episode	99	-34191	3488.0	652.0	-50899.60689516664	4861	1680
episode	100	-33677	3203.0	1204.0	-49789.46394112363	4223	1680
episode	101	-33864	3221.0	919.0	-50236.535615532965	4407	1680
episode	102	-33884	3283.0	966.0	-50091.80777954738	4303	1680
episode	103	-31000	260.0	1860.0	-59266.70712470179	1320	1680
episode	104	-33677	3123.0	1860.0	-63440.0064768142	4503	1680
episode	105	-33956	3709.0	1860.0	-50657.549237271385	4729	1680
episode	106	-34035	3303.0	837.0	-48875.990327427775	4323	1680
episode	107	-33922	3365.0	881.0	-50608.157669154185	4745	1680
episode	108	-34053	3747.0	433.0	-50553.6128461577	4767	1680
episode	109	-33935	3528.0	971.0	-50194.25207589307	4548	1680
episode	110	-34105	3494.0	646.0	-50578.87936341907	4622	1680
episode	111	-33804	3336.0	1860.0	-63713.14780729116	4716	1680
episode	112	-33438	2666.0	1860.0	-62936.365450309335	4046	1680
episode	113	-33755	3212.0	1860.0	-63579.07015890045	4592	1680
episode	114	-33645	3453.0	1860.0	-50975.168951214015	4833	1680
episode	115	-33370	2621.0	1159.0	-49852.08633040331	4053	1680
episode	116	-34016	3578.0	610.0	-50416.07961942858	4598	1680
episode	117	-33928	3210.0	930.0	-50469.17987397002	4576	1680
episode	118	-34173	3752.0	388.0	-50756.084724329885	4839	1680
episode	119	-33903	3489.0	887.0	-50183.768835428906	4509	1680
episode	120	-31394	457.0	1860.0	-59660.713438622566	1320	1680
episode	121	-33721	3349.0	1860.0	-63745.83691558473	4729	1680
episode	122	-34239	3482.0	658.0	-50935.43453619809	4827	1680
episode	123	-33814	3207.0	933.0	-50324.28020581836	4543	1680
episode	124	-34001	3528.0	901.0	-50285.16299605032	4548	1680
episode	125	-33868	3451.0	500.0	-50899.72393799689	4831	1680
episode	126	-33980	3423.0	1860.0	-50848.454723389215	4625	1680
episode	127	-34026	3667.0	1860.0	-50785.7240350367	4687	1680
episode	128	-34028	3304.0	836.0	-50380.46847371603	4504	1680
episode	129	-33809	3402.0	738.0	-50358.40799820554	4644	1680
episode	130	-30923	344.0	1860.0	-59195.20061074212	1604	1680
episode	131	-33955	3652.0	722.0	-50330.66868461132	4672	1680
episode	132	-34089	3683.0	457.0	-50697.357187115966	4837	1680
episode	133	-33799	3320.0	460.0	-51048.58522424467	4967	1680
episode	134	-34132	3902.0	584.0	-50611.66817492357	4922	1680
episode	135	-33593	2819.0	961.0	-49794.57741832901	4199	1680
episode	136	-31549	815.0	1860.0	-57658.880854932635	2675	1680
episode	137	-33785	3178.0	1126.0	-50018.696603467164	4198	1680
episode	138	-34028	3411.0	729.0	-50471.4240292716	4557	1680
episode	139	-32201	1560.0	1860.0	-58508.731319765335	3420	1680
episode	140	-31259	0.0	1860.0	-59525.69866666666	1320	1680
episode	141	-33667	3280.0	860.0	-49914.18063726803	4302	1680
episode	142	-33709	3201.0	939.0	-50165.25829136476	4485	1680
episode	143	-33704	3400.0	1013.0	-49947.169417182544	4420	1680
episode	144	-34185	3867.0	1860.0	-50226.50656717654	4887	1680
episode	145	-34081	3419.0	721.0	-50714.74054342607	4756	1680
episode	146	-33899	3692.0	1860.0	-51905.951637336475	5072	1680
episode	147	-30939	189.0	1860.0	-59205.70060973476	1449	1680
episode	148	-30974	234.0	1860.0	-59240.702389835016	1494	1680
episode	149	-34184	3674.0	466.0	-50788.12913736525	4829	1680
episode	150	-33800	3409.0	837.0	-50081.49135784741	4429	1680
episode	151	-33902	3393.0	1009.0	-50119.54661611184	4413	1680
